mode,seed,scorer,alpha,topk,smooth,VAL_Accuracy,VAL_Precision,VAL_Recall,VAL_F1,VAL_FPR,VAL_TN,VAL_FP,VAL_FN,VAL_TP,VAL_ROC-AUC,VAL_PR-AUC,beta
net_only,2024,semisup,,,3,0.8923405654174885,0.0,0.0,0.0,0.004401247019988996,5429,24,631,0,0.478998896491354,0.13067759083772812,
net_only,2024,semisup,,,5,0.8941485864562788,0.0,0.0,0.0,0.0023840088024940395,5440,13,631,0,0.46314551404989995,0.13483224020017479,
net_only,2024,semisup,,,8,0.8954635108481263,0.0,0.0,0.0,0.0009169264624977075,5448,5,631,0,0.458299172615548,0.14381202490439385,
net_only,2024,semisup,,,12,0.8902038132807364,0.0,0.0,0.0,0.006785255822483036,5416,37,631,0,0.4477027867880051,0.16189660228573396,
net_only,2024,semisup,,,20,0.8990795529257067,0.6349206349206349,0.06339144215530904,0.11527377521613832,0.004217861727489455,5430,23,591,40,0.44070290332921325,0.19972136574149915,
net_only,2024,semisup,,,30,0.8980933596318211,0.627906976744186,0.042789223454833596,0.08011869436201781,0.002934164679992664,5437,16,604,27,0.43252351240669806,0.17719251832835714,
net_only,2024,semisup,,,40,0.8969428007889546,0.5333333333333333,0.05071315372424723,0.09261939218523878,0.005134788189987162,5425,28,599,32,0.43023221344304285,0.1695863776074699,
net_only,2024,hybrid,,,1,0.8823142669296515,0.102803738317757,0.017432646592709985,0.02981029810298103,0.017604988079955985,5357,96,620,11,0.4925413626835051,0.10953112045701602,0.0
net_only,2024,hybrid,,,2,0.8829717291255753,0.13513513513513514,0.02377179080824089,0.04043126684636118,0.017604988079955985,5357,96,616,15,0.49076316472445847,0.11290972678833686,0.0
net_only,2024,hybrid,,,3,0.8828073635765944,0.15254237288135594,0.028526148969889066,0.04806408544726302,0.01833852924995415,5353,100,613,18,0.49618654498330783,0.114700338649912,0.0
net_only,2024,hybrid,,,5,0.8818211702827088,0.13333333333333333,0.025356576862123614,0.0426098535286285,0.019072070419952316,5349,104,615,16,0.5083662637324632,0.12059872467949377,0.0
net_only,2024,hybrid,,,8,0.8819855358316897,0.15748031496062992,0.03169572107765452,0.052770448548812667,0.019622226297450942,5346,107,611,20,0.5138124581679548,0.11970461598668365,0.0
net_only,2024,hybrid,,,12,0.8821499013806706,0.16923076923076924,0.03486529318541997,0.05781865965834428,0.01980561158995048,5345,108,609,22,0.522559733181665,0.12170054438198355,0.0
net_only,2024,hybrid,,,20,0.8813280736357659,0.14173228346456693,0.028526148969889066,0.047493403693931395,0.019988996882450025,5344,109,613,18,0.5335045801276024,0.1240030127610971,0.0
