mode,seed,scorer,target_FPR,threshold,TEST_Accuracy,TEST_Precision,TEST_Recall,TEST_F1,TEST_FPR,TEST_TN,TEST_FP,TEST_FN,TEST_TP,TEST_ROC-AUC,TEST_PR-AUC
sen_only,31337,semisup,0.01,2.277730043933448,0.9057322973171089,0.0,0.0,0.0,0.001454663003070955,6178,9,634,0,0.6001099282661977,0.16045785467635687
sen_only,31337,semisup,0.02,2.0653572474312716,0.9028001759272833,0.0,0.0,0.0,0.004687247454339744,6158,29,634,0,0.6001099282661977,0.16045785467635687
sen_only,31337,semisup,0.05,1.5977467945061294,0.8907784782289987,0.017391304347826087,0.0031545741324921135,0.0053404539385847796,0.018264102149668657,6074,113,632,2,0.6001099282661977,0.16045785467635687
sen_only,31337,semisup,0.1,1.1624012597701507,0.8799296290866442,0.061611374407582936,0.02050473186119874,0.03076923076923077,0.03200258606756101,5989,198,621,13,0.6001099282661977,0.16045785467635687
sen_only,31337,hybrid,0.001,4.008476120290427,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.002,4.0069503744569595,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.005,4.006398074763548,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.01,3.9977075524877184,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.02,1.843052090524328,0.914235449347603,0.8356164383561644,0.09621451104100946,0.17256011315417255,0.0019395506707612733,6175,12,573,61,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.05,1.600220654335547,0.9417973904119631,0.927797833935018,0.40536277602523657,0.5642151481888035,0.003232584451268789,6167,20,377,257,0.8156335738056645,0.5119495894960262
sen_only,31337,hybrid,0.1,1.5069006301889416,0.9409177539950154,0.9024390243902439,0.4085173501577287,0.5624321389793703,0.004525618231776304,6159,28,375,259,0.8156335738056645,0.5119495894960262
